FILE,PAGE,CLASS-1-v1.3,CATEGORY-v1.3,CLASS-1-v2.3,CATEGORY-v2.3,CLASS-1-v3.3,CATEGORY-v3.3,CLASS-1-v4.3,CATEGORY-v4.3,CLASS-1-v5.3,CATEGORY-v5.3
atrium,1,TEXT_P,TEXT_P,TEXT,TEXT,TEXT_P,TEXT_P,TEXT,TEXT,TEXT,TEXT
atrium,2,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
atrium,3,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,4,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,TEXT_P,TEXT_P
atrium,5,TEXT_P,TEXT_P,TEXT,TEXT,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT,TEXT
atrium,6,TEXT_P,TEXT_P,TEXT,TEXT,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT,TEXT
atrium,7,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,8,TEXT_P,TEXT_P,TEXT,TEXT,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,9,LINE_T,LINE_T,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_T,LINE_T
atrium,10,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
atrium,11,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_T,LINE_T
atrium,12,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
atrium,13,TEXT_P,TEXT_P,TEXT,TEXT,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,14,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,15,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,16,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,17,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,18,TEXT_P,TEXT_P,TEXT,TEXT,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,19,TEXT_P,TEXT_P,TEXT,TEXT,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,20,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,21,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,22,TEXT_P,TEXT_P,TEXT,TEXT,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,23,TEXT_P,TEXT_P,TEXT,TEXT,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,24,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,25,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,26,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,27,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,28,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,29,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,30,TEXT,TEXT,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,31,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,32,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,33,TEXT,TEXT,TEXT,TEXT,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
atrium,34,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,TEXT,TEXT,DRAW,DRAW
atrium,35,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
caa_conference-,1,TEXT,TEXT,DRAW,DRAW,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO
caa_conference-,2,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
caa_conference-,3,TEXT_P,TEXT_P,DRAW,DRAW,DRAW,DRAW,TEXT_P,TEXT_P,TEXT,TEXT
caa_conference-,4,TEXT,TEXT,TEXT,TEXT,LINE_T,LINE_T,TEXT,TEXT,LINE_T,LINE_T
caa_conference-,5,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
caa_conference-,6,TEXT,TEXT,TEXT_P,TEXT_P,DRAW,DRAW,TEXT_P,TEXT_P,TEXT_P,TEXT_P
caa_conference-,7,TEXT_P,TEXT_P,TEXT,TEXT,DRAW,DRAW,TEXT_P,TEXT_P,LINE_T,LINE_T
caa_conference-,8,PHOTO_L,PHOTO_L,PHOTO,PHOTO,PHOTO_L,PHOTO_L,PHOTO_L,PHOTO_L,PHOTO_L,PHOTO_L
caa_conference-,9,LINE_T,LINE_T,LINE_HW,LINE_HW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
caa_conference-,10,DRAW,DRAW,DRAW,DRAW,PHOTO,PHOTO,DRAW,DRAW,DRAW,DRAW
caa_conference-,11,TEXT_P,TEXT_P,DRAW,DRAW,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
caa_conference-,12,PHOTO_L,PHOTO_L,DRAW,DRAW,DRAW_L,DRAW_L,DRAW,DRAW,PHOTO_L,PHOTO_L
caa_conference-,13,TEXT_P,TEXT_P,TEXT,TEXT,LINE_T,LINE_T,TEXT_P,TEXT_P,TEXT,TEXT
caa_conference-,14,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
caa_conference-,15,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO
caa_conference-,16,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
caa_conference-,17,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,PHOTO_L,PHOTO_L,DRAW_L,DRAW_L
caa_conference-,18,TEXT,TEXT,TEXT,TEXT,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT,TEXT
caa_conference-,19,PHOTO_L,PHOTO_L,PHOTO,PHOTO,PHOTO_L,PHOTO_L,PHOTO_L,PHOTO_L,PHOTO_L,PHOTO_L
caa_conference-,20,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
caa_conference-,21,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO
caa_conference-,22,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,PHOTO,PHOTO,DRAW,DRAW
caa_conference-,23,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
caa_conference-,24,PHOTO,PHOTO,PHOTO_L,PHOTO_L,DRAW_L,DRAW_L,PHOTO_L,PHOTO_L,PHOTO_L,PHOTO_L
caa_conference-,25,LINE_P,LINE_P,DRAW,DRAW,DRAW,DRAW,LINE_P,LINE_P,DRAW,DRAW
caa_conference-,26,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
caa_conference-,27,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
caa_conference-,28,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
caa_conference-,29,TEXT_P,TEXT_P,TEXT,TEXT,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT,TEXT
caa_conference-,30,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
caa_conference-,31,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
caa_conference-,32,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
caa_conference-,33,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
caa_conference-,34,TEXT_P,TEXT_P,TEXT_T,TEXT_T,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT,TEXT
caa_conference-,35,TEXT_P,TEXT_P,TEXT,TEXT,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT,TEXT
caa_conference-,36,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
caa_conference-,37,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
caa_conference-,38,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
caa_conference-,39,TEXT,TEXT,DRAW,DRAW,LINE_P,LINE_P,TEXT_P,TEXT_P,DRAW,DRAW
caa_conference-,40,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
caa_conference-,41,TEXT,TEXT,DRAW,DRAW,DRAW,DRAW,TEXT_P,TEXT_P,DRAW,DRAW
caa_conference-,42,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
caa_conference-,43,TEXT_P,TEXT_P,TEXT,TEXT,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT,TEXT
caa_conference-,44,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
defense,1,TEXT,TEXT,TEXT,TEXT,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT,TEXT
ijdl,1,LINE_P,LINE_P,TEXT_P,TEXT_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
ijdl,2,TEXT_P,TEXT_P,TEXT_T,TEXT_T,TEXT_P,TEXT_P,LINE_P,LINE_P,TEXT,TEXT
ijdl,3,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
ijdl,4,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT,TEXT,TEXT_P,TEXT_P
ijdl,5,PHOTO,PHOTO,DRAW,DRAW,DRAW,DRAW,PHOTO,PHOTO,DRAW,DRAW
ijdl,6,DRAW,DRAW,DRAW,DRAW,DRAW_L,DRAW_L,DRAW,DRAW,DRAW,DRAW
ijdl,7,TEXT_P,TEXT_P,LINE_P,LINE_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
ijdl,8,DRAW,DRAW,DRAW_L,DRAW_L,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
ijdl,9,TEXT_P,TEXT_P,LINE_P,LINE_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
ijdl,10,LINE_P,LINE_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,LINE_P,LINE_P,TEXT_P,TEXT_P
ijdl,11,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
ijdl,12,TEXT_P,TEXT_P,LINE_P,LINE_P,TEXT_P,TEXT_P,TEXT,TEXT,TEXT,TEXT
ijdl,13,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
ijdl,14,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
ijdl,15,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
ijdl,16,LINE_P,LINE_P,DRAW,DRAW,LINE_P,LINE_P,DRAW,DRAW,DRAW,DRAW
ijdl,17,PHOTO,PHOTO,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
ijdl,18,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,LINE_P,LINE_P,LINE_P,LINE_P
ijdl,19,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
ijdl,20,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
ijdl,21,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
ijdl,22,LINE_P,LINE_P,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
ijdl,23,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
ijdl,24,TEXT_P,TEXT_P,LINE_P,LINE_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
ijdl,25,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,TEXT_P,TEXT_P
ijdl,26,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
ijdl,27,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P
ijdl,28,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
ijdl,29,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
ijdl,30,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
ijdl,31,DRAW,DRAW,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW,DRAW,DRAW,DRAW
ijdl,32,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
ijdl,33,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
ijdl,34,PHOTO,PHOTO,DRAW,DRAW,DRAW,DRAW,PHOTO,PHOTO,DRAW,DRAW
presentation_thesis,1,PHOTO,PHOTO,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
presentation_thesis,2,DRAW_L,DRAW_L,TEXT_T,TEXT_T,LINE_T,LINE_T,TEXT_P,TEXT_P,LINE_T,LINE_T
presentation_thesis,3,PHOTO,PHOTO,TEXT,TEXT,TEXT,TEXT,DRAW,DRAW,PHOTO,PHOTO
presentation_thesis,4,DRAW,DRAW,PHOTO,PHOTO,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
presentation_thesis,5,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
presentation_thesis,6,PHOTO,PHOTO,DRAW,DRAW,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO_L,PHOTO_L
presentation_thesis,7,DRAW,DRAW,DRAW,DRAW,DRAW_L,DRAW_L,PHOTO,PHOTO,DRAW,DRAW
presentation_thesis,8,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
presentation_thesis,9,PHOTO,PHOTO,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
presentation_thesis,10,LINE_P,LINE_P,DRAW,DRAW,DRAW,DRAW,LINE_P,LINE_P,DRAW,DRAW
presentation_thesis,11,PHOTO,PHOTO,DRAW,DRAW,PHOTO,PHOTO,PHOTO_L,PHOTO_L,PHOTO,PHOTO
presentation_thesis,12,PHOTO,PHOTO,TEXT,TEXT,TEXT,TEXT,DRAW,DRAW,TEXT,TEXT
presentation_thesis,13,PHOTO,PHOTO,PHOTO_L,PHOTO_L,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO
presentation_thesis,14,LINE_P,LINE_P,LINE_T,LINE_T,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P
presentation_thesis,15,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
presentation_thesis,16,LINE_P,LINE_P,LINE_T,LINE_T,TEXT,TEXT,TEXT_P,TEXT_P,TEXT,TEXT
presentation_thesis,17,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
presentation_thesis,18,LINE_P,LINE_P,LINE_T,LINE_T,LINE_T,LINE_T,LINE_P,LINE_P,LINE_T,LINE_T
presentation_thesis,19,TEXT,TEXT,TEXT_T,TEXT_T,TEXT,TEXT,TEXT,TEXT,TEXT,TEXT
presentation_thesis,20,PHOTO,PHOTO,DRAW,DRAW,DRAW,DRAW,PHOTO,PHOTO,DRAW,DRAW
presentation_thesis,21,PHOTO,PHOTO,TEXT,TEXT,TEXT,TEXT,DRAW,DRAW,TEXT_T,TEXT_T
presentation_thesis,22,TEXT,TEXT,LINE_T,LINE_T,TEXT,TEXT,TEXT,TEXT,TEXT,TEXT
presentation_thesis,23,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
presentation_thesis,24,LINE_P,LINE_P,DRAW,DRAW,LINE_T,LINE_T,LINE_P,LINE_P,LINE_HW,LINE_HW
presentation_thesis,25,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW
presentation_thesis,26,LINE_P,LINE_P,LINE_T,LINE_T,LINE_T,LINE_T,TEXT_P,TEXT_P,DRAW,DRAW
presentation_thesis,27,PHOTO,PHOTO,PHOTO_L,PHOTO_L,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO_L,PHOTO_L
presentation_thesis,28,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,LINE_P,LINE_P
presentation_thesis,29,PHOTO,PHOTO,LINE_P,LINE_P,LINE_P,LINE_P,DRAW,DRAW,,
